,origin_n,area_code,dest_index,dest_name,route,distance
1,7825549831,7016729,1621235360,The Doctors Waipawa,"[7825549831, 7825549858, 1733728652, 1733728648, 1733728549, 1733728225, 1733727688, 1733727546, 1733727302, 1733727183, 1733727128, 1733727052, 1733727053, 606335555, 2103981952, 606335370, 606335373, 1621235385, 1621235374, 1621235359, 606335389, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",64179.952000000005
0,7562791132,7016725,1621241515,Tuki Tuki Medical Center,"[7562791132, 608653054, 608652901, 3083472588, 608652884, 1618539143, 1618539142, 1618539132, 608652874, 3820019463, 9679201676, 7608260658, 7608260663, 7608260664, 9679201667, 1618539096, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",26714.748000000003
0,1212987591,7016775,1621241515,Tuki Tuki Medical Center,"[1212987591, 1212987554, 1212987599, 1212987595, 7622323280, 1621241650, 1621241640, 1621241609, 1621241596, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",5714.728999999999
0,1744163175,7018807,1621241515,Tuki Tuki Medical Center,"[1744163175, 3225721477, 4032262882, 357174213, 1733659763, 1212932730, 1212933208, 3565298708, 1733712354, 1733712331, 1733712292, 3565303397, 357191912, 1733711755, 1733711691, 357192017, 1745428370, 1212989948, 1728604912, 357192162, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",132408.18799999997
0,1744163175,7018810,1621241515,Tuki Tuki Medical Center,"[1744163175, 3225721477, 4032262882, 357174213, 1733659763, 1212932730, 1212933208, 3565298708, 1733712354, 1733712331, 1733712292, 3565303397, 357191912, 1733711755, 1733711691, 357192017, 1745428370, 1212989948, 1728604912, 357192162, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",132408.18799999997
0,1744163175,7018843,1621241515,Tuki Tuki Medical Center,"[1744163175, 3225721477, 4032262882, 357174213, 1733659763, 1212932730, 1212933208, 3565298708, 1733712354, 1733712331, 1733712292, 3565303397, 357191912, 1733711755, 1733711691, 357192017, 1745428370, 1212989948, 1728604912, 357192162, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",132408.18799999997
0,1733712383,7016749,1621241515,Tuki Tuki Medical Center,"[1733712383, 1733712104, 1733712056, 7828559483, 357191912, 1733711755, 1733711691, 357192017, 1745428370, 1212989948, 1728604912, 357192162, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",59943.200000000004
0,1745372422,7018852,1621241515,Tuki Tuki Medical Center,"[1745372422, 1745372342, 1520854230, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",56483.71000000002
0,1745372658,7018800,1621241515,Tuki Tuki Medical Center,"[1745372658, 1520854262, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",55730.21
0,1745332974,7018849,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
0,1745332974,7018848,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
0,1745372658,7018802,1621241515,Tuki Tuki Medical Center,"[1745372658, 1520854262, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",55730.21
0,1745374291,7018809,1621241515,Tuki Tuki Medical Center,"[1745374291, 1745374049, 1745373511, 1745373486, 1745373454, 1745387281, 1745428370, 1212989948, 1728604912, 357192162, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",61411.97000000001
0,1745373511,7016744,1621241515,Tuki Tuki Medical Center,"[1745373511, 1745373486, 1745373454, 1745387281, 1745428370, 1212989948, 1728604912, 357192162, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",46669.492000000006
0,1745332974,7018798,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
0,1745320672,7018805,1621241515,Tuki Tuki Medical Center,"[1745320672, 1520854230, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",53541.924000000006
0,1745372422,7018804,1621241515,Tuki Tuki Medical Center,"[1745372422, 1745372342, 1520854230, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",56483.71000000002
0,357192017,7016751,1621241515,Tuki Tuki Medical Center,"[357192017, 1745428370, 1212989948, 1728604912, 357192162, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",30076.234
0,1745332974,7018799,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
0,1745320672,7018806,1621241515,Tuki Tuki Medical Center,"[1745320672, 1520854230, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",53541.924000000006
0,1745423833,7016745,1621241515,Tuki Tuki Medical Center,"[1745423833, 1745423737, 3703907482, 1728604900, 1745423670, 1745423637, 1745423564, 1745423254, 3225748234, 1621339778, 331582862, 1621241511, 1621241515]",34099.005999999994
0,1745372422,7018803,1621241515,Tuki Tuki Medical Center,"[1745372422, 1745372342, 1520854230, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",56483.71000000002
0,1520854230,7016704,1621241515,Tuki Tuki Medical Center,"[1520854230, 1520854175, 7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",48053.090000000004
0,1212933277,7016755,1621241515,Tuki Tuki Medical Center,"[1212933277, 3980813365, 3980813362, 1212933083, 8783999719, 10125642301, 1621339828, 1212924415, 1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",9171.457
0,1745332974,7018801,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
0,1745423254,7016748,1621241515,Tuki Tuki Medical Center,"[1745423254, 3225748234, 1621339778, 331582862, 1621241511, 1621241515]",13435.506
0,7591934423,7016706,1621241515,Tuki Tuki Medical Center,"[7591934423, 1520854132, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",40550.926
0,1520854129,7016709,1621241515,Tuki Tuki Medical Center,"[1520854129, 1520854095, 1520854074, 1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",39722.164000000004
0,1745423200,7016711,1621241515,Tuki Tuki Medical Center,"[1745423200, 1745423230, 1745422830, 1745423254, 3225748234, 1621339778, 331582862, 1621241511, 1621241515]",33326.977999999996
0,1520854056,7016705,1621241515,Tuki Tuki Medical Center,"[1520854056, 1520854064, 1520854060, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",40159.03600000001
0,1520854054,7016708,1621241515,Tuki Tuki Medical Center,"[1520854054, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",38363.008
0,1621301180,7016754,1621241515,Tuki Tuki Medical Center,"[1621301180, 1621301288, 357192197, 1212924537, 1212924535, 1212924436, 357192203, 1212924475, 1621241628, 1621241614, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",5907.231
0,1212924533,7016764,1621241515,Tuki Tuki Medical Center,"[1212924533, 1212924473, 1212924540, 1212924569, 1621241657, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",3709.978
0,1212987583,7016774,1621241515,Tuki Tuki Medical Center,"[1212987583, 1212987595, 7622323280, 1621241650, 1621241640, 1621241609, 1621241596, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",4615.749000000001
0,1212987595,7016773,1621241515,Tuki Tuki Medical Center,"[1212987595, 7622323280, 1621241650, 1621241640, 1621241609, 1621241596, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",4434.361
0,1212924441,7016765,1621241515,Tuki Tuki Medical Center,"[1212924441, 357192203, 1212924475, 1621241628, 1621241614, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",3766.059
0,1621241672,7016772,1621241515,Tuki Tuki Medical Center,"[1621241672, 1621241659, 1621241643, 1621241639, 1621241614, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",3811.4409999999993
0,1212924572,7016763,1621241515,Tuki Tuki Medical Center,"[1212924572, 1212924569, 1621241657, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",3500.3600000000006
0,1621241676,7016716,1621241515,Tuki Tuki Medical Center,"[1621241676, 1621241664, 1621241656, 1621241650, 1621241640, 1621241609, 1621241596, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",5415.289
0,1621241636,7016761,1621241515,Tuki Tuki Medical Center,"[1621241636, 1621241631, 1621241630, 1621241616, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",2900.534
0,1621241626,7016760,1621241515,Tuki Tuki Medical Center,"[1621241626, 1621241630, 1621241616, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",2901.438
0,7591838254,7016771,1621241515,Tuki Tuki Medical Center,"[7591838254, 7591838257, 1994928798, 3083472604, 1994928780, 608652884, 1618539143, 1618539142, 1618539132, 608652874, 3820019463, 9679201676, 7608260658, 7608260663, 7608260664, 9679201667, 1618539096, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",3050.260999999999
0,1621241609,7016770,1621241515,Tuki Tuki Medical Center,"[1621241609, 1621241596, 3820019544, 3820019538, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",2715.849
0,1621241607,7016759,1621241515,Tuki Tuki Medical Center,"[1621241607, 1621241605, 1621241567, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",2211.926
0,1621241602,7016758,1621241515,Tuki Tuki Medical Center,"[1621241602, 1621241563, 1621241567, 1621241580, 1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",2253.3460000000005
0,1994928792,7016776,1621241515,Tuki Tuki Medical Center,"[1994928792, 1994928791, 1994928797, 3083472604, 1994928780, 608652884, 1618539143, 1618539142, 1618539132, 608652874, 3820019463, 9679201676, 7608260658, 7608260663, 7608260664, 9679201667, 1618539096, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",3568.658
0,1618539142,7016769,1621241515,Tuki Tuki Medical Center,"[1618539142, 1618539132, 608652874, 3820019463, 9679201676, 7608260658, 7608260663, 7608260664, 9679201667, 1618539096, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",2345.266
0,1618539140,7016756,1621241515,Tuki Tuki Medical Center,"[1618539140, 1618539094, 2149643097, 608652864, 331582866, 1621241515]",1186.4460000000001
0,331585218,7016767,1621241515,Tuki Tuki Medical Center,"[331585218, 1618539083, 331591763, 2149643097, 608652864, 331582866, 1621241515]",1632.67
0,1618539086,7016768,1621241515,Tuki Tuki Medical Center,"[1618539086, 1618539080, 331585218, 1618539083, 331591763, 2149643097, 608652864, 331582866, 1621241515]",2311.8920000000007
1,1621339840,7016717,1621235360,The Doctors Waipawa,"[1621339840, 1621339793, 10870848070, 10870848060, 10870848067, 10870848043, 1795192990, 1621235387, 606335649, 1621235376, 1621235360]",5613.417
1,3225769630,7016726,1621235360,The Doctors Waipawa,"[3225769630, 1733727128, 1733727052, 1733727053, 606335555, 2103981952, 606335370, 606335373, 1621235385, 1621235374, 1621235359, 606335389, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",27399.229999999985
1,606335376,7016743,1621235360,The Doctors Waipawa,"[606335376, 606335373, 1621235385, 1621235374, 1621235359, 606335389, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",4084.2960000000003
0,1212924569,7016762,1621241515,Tuki Tuki Medical Center,"[1212924569, 1621241657, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",3039.8540000000003
0,1212924505,7016753,1621241515,Tuki Tuki Medical Center,"[1212924505, 1621241653, 1621241635, 1621241619, 1621241613, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",3274.442
0,4376588040,7016747,1621241515,Tuki Tuki Medical Center,"[4376588040, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",10203.894
0,1621241590,7016757,1621241515,Tuki Tuki Medical Center,"[1621241590, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",2283.34
0,1621241590,7016752,1621241515,Tuki Tuki Medical Center,"[1621241590, 1621241598, 1621241565, 608652864, 331582866, 1621241515]",2283.34
0,1621339889,7016750,1621241515,Tuki Tuki Medical Center,"[1621339889, 1621339778, 331582862, 1621241511, 1621241515]",5686.486
0,2079603015,7016701,1621241515,Tuki Tuki Medical Center,"[2079603015, 2079603047, 2079602986, 2079602988, 1746467562, 1746467576, 390752708, 358534633, 1621369290, 7373770912, 615179622, 331582840, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",67058.786
0,1618539050,7016715,1621241515,Tuki Tuki Medical Center,"[1618539050, 1618539072, 3532107826, 1618539080, 331585218, 1618539083, 331591763, 2149643097, 608652864, 331582866, 1621241515]",8028.7000000000035
0,615179592,7016713,1621241515,Tuki Tuki Medical Center,"[615179592, 615179622, 331582840, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",16172.46
0,5152922723,7016707,1621241515,Tuki Tuki Medical Center,"[5152922723, 358534633, 1621369290, 7373770912, 615179622, 331582840, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",39760.92199999999
1,1621235384,7016739,1621235360,The Doctors Waipawa,"[1621235384, 1621235359, 606335389, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",2693.449999999999
1,1621235383,7016738,1621235360,The Doctors Waipawa,"[1621235383, 1621235357, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",2278.0519999999997
1,1212959996,7016723,1621235360,The Doctors Waipawa,"[1212959996, 1212960000, 2103981952, 606335370, 606335373, 1621235385, 1621235374, 1621235359, 606335389, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",14945.01200000001
1,606335205,7016734,1621235360,The Doctors Waipawa,"[606335205, 11265621004, 3980994062, 1621235338, 1621235360]",982.1990000000001
1,1621235312,7016733,1621235360,The Doctors Waipawa,"[1621235312, 1621235338, 1621235360]",610.152
1,606335370,7016742,1621235360,The Doctors Waipawa,"[606335370, 606335373, 1621235385, 1621235374, 1621235359, 606335389, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",4105.028
1,606335388,7016737,1621235360,The Doctors Waipawa,"[606335388, 606335389, 1621235324, 1621235320, 606335603, 606335230, 1621235336, 1621235360]",2498.008
1,3084422759,7016731,1621235360,The Doctors Waipawa,"[3084422759, 3084422780, 1621235365, 1621235361, 11265621004, 3980994062, 1621235338, 1621235360]",3266.8620000000005
1,1621235300,7016736,1621235360,The Doctors Waipawa,"[1621235300, 1621235302, 1621235318, 606335218, 1621235338, 1621235360]",1309.958
1,1621235271,7016732,1621235360,The Doctors Waipawa,"[1621235271, 1621235303, 1621235312, 1621235338, 1621235360]",1794.518
1,1621235240,7016741,1621235360,The Doctors Waipawa,"[1621235240, 1621235238, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",3834.7860000000005
1,1621235253,7016735,1621235360,The Doctors Waipawa,"[1621235253, 1621235265, 1621235312, 1621235338, 1621235360]",1732.0559999999998
1,6202895289,7016740,1621235360,The Doctors Waipawa,"[6202895289, 1621235228, 1621235238, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",6205.430000000001
1,3085891754,7016718,1621235360,The Doctors Waipawa,"[3085891754, 3085891758, 1212959975, 5695762887, 1621235230, 1621235235, 1621235238, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",9267.243999999999
1,1212960109,7016722,1621235360,The Doctors Waipawa,"[1212960109, 1212960054, 1212959949, 3085891754, 3085891758, 1212959975, 5695762887, 1621235230, 1621235235, 1621235238, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",14731.248
1,1733771411,7016728,1621235360,The Doctors Waipawa,"[1733771411, 606335908, 606335991, 606335706, 7612390986, 606336032, 606336110, 606336123, 1733771551, 606336154, 1212959938, 3085891758, 1212959975, 5695762887, 1621235230, 1621235235, 1621235238, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",41664.75000000001
1,1212959947,7016721,1621235360,The Doctors Waipawa,"[1212959947, 606336185, 606336189, 606335661, 1212960042, 1621235226, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",14423.088000000002
1,1212960029,7016720,1621235360,The Doctors Waipawa,"[1212960029, 1212960089, 606336181, 1521758185, 606336183, 3703844901, 606336185, 606336189, 606335661, 1212960042, 1621235226, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",15400.127999999999
1,1212960015,7016719,1621235360,The Doctors Waipawa,"[1212960015, 1212960030, 1212960031, 3703844901, 606336185, 606336189, 606335661, 1212960042, 1621235226, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",15279.478000000003
1,1849072206,7016700,1621235360,The Doctors Waipawa,"[1849072206, 1212960042, 1621235226, 1621235237, 1621235259, 606335424, 1621235285, 606335603, 606335230, 1621235336, 1621235360]",19484.006
0,1745332974,7018873,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
0,1745332974,7018872,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
0,1745332974,7018867,1621241515,Tuki Tuki Medical Center,"[1745332974, 1745332715, 1745332137, 1745333055, 3084422788, 3531895037, 390752694, 11265608017, 1520854053, 1520854052, 1520854051, 6366109377, 1520859709, 2022352775, 2022179100, 2011945851, 4376588028, 2011945877, 1621339768, 331582862, 1621241511, 1621241515]",71173.874
